userid,1,2,3,4,5,6,7,8,9,10,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
cfcd208495d565ef66e7dff9f98764da,2,3,5,4,1,1,2,3,3,3,1,2,3,4,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3
9d12306918559bbd1328a128bd5c5aed,4,4,3,5,4,5,5,4,4,4,5,4,5,5,5,5,4,5,4,3,2,1,2,3,4,5,4,4,5,4,4,4,4,4,4
5d83718570cad6c421fc5c9e9b80159e,4,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3
d5d6ef4cf638f306e8948582b7662c45,5,3,2,4,2,2,2,3,5,5,4,4,4,5,5,3,4,5,3,5,4,5,4,5,5,5,5,5,5,5,5,2,4,4,5
3d2fd5b219300a9aee7b21887a24c539,5,4,2,3,2,2,3,2,4,4,3,3,3,5,4,3,4,5,4,5,3,5,4,5,4,4,4,5,5,5,5,4,4,4,4
f83882e0705489c3c0514fe226fdda4f,3,3,4,3,4,4,1,1,4,4,3,2,1,4,3,1,3,5,1,3,1,4,2,4,3,3,4,3,4,4,5,2,4,2,4
cdac3b51658dd26dd9cb7a70260f9af5,4,4,3,3,1,3,2,1,4,4,4,5,5,5,5,3,4,5,5,5,3,4,4,5,2,4,2,5,4,4,3,3,2,2,5
d21e4243dd618580580846f676c2b85a,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,3,4
b3544e076d49acb0dd2af969419895f0,2,2,4,2,3,4,5,4,3,3,3,2,4,2,2,1,2,4,4,4,2,3,3,3,2,3,4,4,4,4,4,2,1,2,4
60085c119be41ce2a56c2576583d821c,3,2,4,4,2,4,4,2,3,4,4,3,2,2,3,2,4,4,4,4,3,3,3,4,3,4,4,4,4,5,5,3,5,3,4
f79d398d62d5eaff8d7b1f9f6aaf65ab,4,4,3,3,2,2,1,1,4,5,4,3,3,5,4,3,3,5,4,5,3,4,3,4,5,5,4,4,4,4,4,3,4,3,3
8b1862b185a8d8e375ab781e55e3c39a,1,1,3,1,3,4,3,4,2,1,1,1,1,1,1,3,1,1,2,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1
321fe53fdc9f70e4d17930e03cbd49e7,2,3,4,2,3,3,2,2,4,4,1,5,5,5,3,1,3,5,3,5,4,5,5,5,4,5,5,3,3,3,3,2,3,1,1
76fa75f0e9cd794207dda975ca84dfb3,5,4,4,3,3,3,2,2,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,3,4,4,5
f0c4f08113a2bc5a9275dd881c616a92,3,4,4,3,2,3,3,3,4,3,3,2,4,4,2,2,3,4,4,3,3,3,3,4,3,4,3,3,3,3,4,3,4,3,4
1d6a9b03150137d40a4b024518aa0fa6,4,3,3,2,2,2,3,3,3,3,4,3,4,4,3,2,3,5,5,4,2,5,2,5,4,4,4,4,4,4,3,1,4,4,4
f1641addf883c1130a801d06d07eef4c,4,3,4,3,3,2,2,2,4,4,4,3,2,3,2,1,2,5,2,2,1,3,2,4,2,2,2,2,1,3,2,3,2,2,3
d5a1f82d20610cfc2ee2df22e16ad238,4,4,3,4,2,2,4,3,4,4,3,3,2,4,3,2,1,5,2,4,2,3,4,4,3,4,4,4,4,3,3,2,3,3,4
98a2576c48530076abcaf557f266efd9,4,3,4,2,3,5,3,1,4,4,3,4,4,2,2,1,3,5,5,5,3,3,4,5,5,5,3,4,5,5,4,4,4,5,5
b7848fb18dbf386464e7cb7c37758241,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3
9b430de7406c68bb31fd726c99ac3558,4,4,3,3,4,2,2,4,4,4,4,2,2,4,4,2,4,4,4,4,2,4,4,4,3,4,3,3,3,3,5,2,3,4,4
e4f677ad43c84ada8abc579c6abf9aee,2,4,4,2,5,5,5,2,4,3,5,2,2,5,5,2,4,5,5,5,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4
3750e5317d2967d407e66236ad3b7ab5,3,2,4,2,4,4,3,3,3,3,3,1,3,3,3,1,2,4,4,4,2,4,3,3,3,4,4,5,4,4,4,3,3,2,4
995eae68fe66f02aa88128425cc87e81,4,4,4,2,3,3,4,3,4,4,4,3,4,4,3,2,4,3,3,3,3,4,4,5,3,3,3,4,3,4,2,2,2,3,5
7c74f9e3da2ec3ebf687ed4da9a1f82b,5,4,1,3,1,2,1,1,5,5,4,4,3,5,4,3,4,5,5,5,3,5,5,5,5,5,5,5,5,5,4,3,5,4,5
4e4fc034dea12369dc5de555ad478a07,4,4,3,2,3,2,3,2,4,4,3,2,4,4,3,2,2,5,4,4,2,5,4,4,3,4,4,3,4,3,4,3,3,4,4
8e72970e2fdad1fa564d800ba15d72c4,5,4,4,3,3,3,3,3,3,4,4,3,4,4,4,3,3,4,5,3,3,4,3,4,3,3,3,4,4,3,3,3,3,3,5
65e452ca8afdf0ba6a8cbc4af63da728,3,5,5,3,5,5,3,5,4,3,2,2,3,5,2,1,1,5,5,3,1,5,1,5,3,5,1,5,3,3,5,1,5,3,2
6ae71a054e9a503a1f0950de131833a2,4,4,2,4,2,3,4,1,4,4,4,1,4,4,4,1,3,5,2,5,1,5,4,5,4,4,4,5,4,5,2,1,4,1,3
3e5fd8ec3f352d90ff3906ae403ebeac,3,3,2,2,2,3,2,3,3,3,3,3,2,4,2,2,2,3,2,3,1,2,2,3,2,3,3,3,3,3,4,2,2,2,3
32e7400bb54ff66588587d2f2b1b22c2,5,5,2,5,1,2,2,2,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5
cb75e24ff92bb3f07f0051b945d5295b,4,4,2,4,2,2,3,3,3,3,4,4,4,4,4,3,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,3,4,3,4
6f07da24588ef7be16618bbe848d2aa6,3,3,3,4,2,3,2,2,4,4,4,4,5,4,4,3,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3
579c29c5407ed999b692374653d25a61,3,3,4,2,3,4,2,4,5,3,3,1,4,4,3,1,2,4,4,3,2,4,3,4,2,4,4,4,4,4,5,1,3,3,3
320c71e05fde5152c26575798bfeb953,5,5,2,4,1,1,2,1,5,5,5,5,5,5,5,3,4,5,5,4,3,5,5,5,5,5,5,5,5,5,4,4,5,4,5
f5e00dfd7cb43f85c86dd5373da9516c,4,3,4,2,3,3,2,2,4,5,5,5,5,5,5,3,3,5,5,5,4,4,4,4,4,4,5,4,5,4,5,4,4,4,4
ef64bcdb755a678ecea401b713fee614,4,5,2,4,2,1,1,1,5,5,5,5,3,5,5,5,2,5,4,5,1,5,5,5,5,5,5,5,3,5,2,4,5,5,5
3723be496725be52bc640fd39aea51e6,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0c7b9053af0850d3eaa8b61de50a26cd,5,5,1,4,1,1,2,2,5,5,5,4,4,5,5,3,4,5,4,4,3,4,4,5,5,4,4,5,5,5,5,3,4,4,4
a2dc2d0036c53b22cb9fb6bc280809f5,5,5,2,2,5,3,5,2,3,2,3,4,1,5,4,2,4,5,1,2,1,4,4,5,3,3,3,4,3,4,5,4,3,4,5
93229bfed1b03a573e6139c21fc4e5c7,3,2,4,2,1,4,3,3,5,3,3,4,4,4,3,3,1,3,3,2,4,4,4,5,4,3,4,3,3,3,4,3,4,4,5
7b5bd317f5674f7d064f43ca1b6fe259,1,1,5,1,1,1,2,1,3,3,1,1,3,2,1,1,1,5,1,1,1,5,1,1,1,1,1,2,1,1,3,1,1,1,3
02d679ad650962b6ae8bf8adbeeb33c1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7ba601138e531ca65131aaafdd0b0fca,5,5,5,3,5,5,5,3,5,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,1,1,1
92f1d409e9283fc62ebc7d59279f15c3,4,4,2,3,2,3,2,2,4,3,3,3,3,3,3,2,3,3,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3
52de7db1d670939f4381ac9c9e0e4f38,3,3,3,4,3,2,4,4,2,4,2,4,4,2,5,3,2,2,2,4,4,3,3,4,2,3,3,4,4,4,4,1,4,4,3
59d4d32d1adaab3ed5ecbf5ca9d728ca,3,4,4,4,4,3,1,1,5,5,3,4,2,5,4,3,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9879db96946fbb8a3e255ab8815c577e,4,4,5,4,4,3,3,3,4,4,3,3,3,4,3,2,3,5,4,4,3,3,2,4,3,3,3,4,4,4,3,3,3,4,4
64d3bd3b339f63a66b8c878b561551d8,4,2,3,3,2,3,2,4,4,3,4,2,3,3,4,1,3,3,3,2,1,2,1,2,2,2,2,4,3,2,5,2,2,2,2
7359eff18cfd86cf045a149530e26627,4,4,3,3,2,2,3,2,4,4,4,4,4,4,4,3,3,4,3,4,3,4,3,4,3,4,3,3,4,4,3,3,3,2,4
af4a88df59c0df41ee7fca0ca57fba3a,5,3,3,3,3,3,4,3,3,3,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,2,2,3,3,2,3,2,3,2,3
77174b6a21fc52977ea8a50f8e325beb,5,5,2,4,1,2,3,2,5,4,5,3,5,5,4,3,4,5,4,4,3,5,3,5,4,4,5,4,4,4,3,3,4,4,5
33fe133f30a5f6f14bb08aabd4114d92,5,1,3,4,2,2,3,3,4,3,5,5,2,5,5,5,4,5,5,2,5,3,2,5,5,5,5,3,4,4,3,5,5,5,5
a2dc2d0036c53b22cb9fb6bc280809f5,3,2,5,3,5,4,5,4,3,3,4,2,1,2,3,1,3,2,5,2,1,2,3,4,1,4,2,3,4,5,2,1,1,1,5
